"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Almalki A.; Kateb F.; Mosli R.","Almalki, Ahad (59154519600); Kateb, Faris (57215302036); Mosli, Rayan (57191598065)","59154519600; 57215302036; 57191598065","Word Prediction Using Dynamic Skip Connections Along With ARABERT and LSTM in Arabic Language","2024","ASEAN Journal on Science and Technology for Development","41","1","","76","82","0","10.61931/2224-9028.1569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195104801&doi=10.61931%2F2224-9028.1569&partnerID=40&md5=4f4ec9843145be23199cdceec0a20027","Natural Language Generation (NLG) plays a crucial role in modern digital tools, including chatbots, virtual support, content suggestions, and tailored marketing, making bots more responsive and reducing the need for human staff. While there's much research on NLG for languages like English, languages like Arabic, Urdu, and Chinese still face challenges. This study examines Arabic NLG's unique aspects, dialects, and word variations. With around 420 million Arabic speakers globally, it's crucial to advance NLG for this language. We compared three models: Long Short-Term Memory (LSTM), a mix of Bidirectional Encoder Representations from Transformers (BERT) and LSTM, and a version that adds Dynamic Skip Connection (DSC). Our aim is to find the best model for predicting Arabic words with the least mistakes. In our experiment, we found that adding DSC wasn't beneficial. However, combining BERT and LSTM with an attention mechanism reduced loss and favorable perplexity values. © 2024 University of Brunei Darussalam. All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85195104801"
"Hutson J.; Smith A.","Hutson, James (57797793000); Smith, Andrew (56472991800)","57797793000; 56472991800","NextGen digital marketing in the age of AI","2025","NextGen Digital Marketing in the Age of AI","","","","1","356","0","10.4018/979-8-3373-2518-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013009967&doi=10.4018%2F979-8-3373-2518-7&partnerID=40&md5=287b8f8bbb712f5a3c811566c7693b50","In the evolving landscape of technology, NextGen digital marketing is reshaped by the transformative power of artificial intelligence (AI). As traditional strategies give way to data-driven automation, personalized experiences, and predictive analytics, businesses harness AI to reach audiences more efficiently and effectively. From chatbots and content generation to customer insights and targeted campaigns, AI enhances digital marketing. This demands that marketers embrace innovation, adapt to emerging tools, and rethink connections with modern consumers. NextGen Digital Marketing in the Age of AI outlines the transformative impact of AI on the digital marketing landscape. It contrasts the historical utility of traditional AI for optimizing processes like audience segmentation and predictive analytics with the revolutionary creative capabilities of generative intelligent technologies. This book covers topics such as consumer science, generated content, and marketing campaigns, and is a useful resource for business owners, marketers, academicians, researchers, and data scientists. © 2026 by IGI Global Scientific Publishing. All rights reserved.","Book","Final","","Scopus","2-s2.0-105013009967"
"Seebacher U.; Riemersma F.","Seebacher, Uwe (58315846200); Riemersma, Frans (60011430900)","58315846200; 60011430900","The B2B MarTech: The 2030 Edition","2025","Contributions to Management Science","Part F650","","","225","295","0","10.1007/978-3-031-91183-5_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011511934&doi=10.1007%2F978-3-031-91183-5_5&partnerID=40&md5=342a8446cab6ded6abf6475da7d7d45c","The landscape of B2B marketing technology (MarTech) has undergone a seismic transformation, evolving from fragmented automation tools into intelligent, AI-driven ecosystems that redefine customer engagement, sales enablement, and revenue generation. As businesses navigate the complexities of digital transformation, the integration of Predictive Intelligence (PI) and AI-powered analytics has emerged as a strategic imperative. No longer limited to campaign automation, MarTech now orchestrates seamless, data-driven interactions across the entire corporate value chain. This evolution has not only reshaped how organizations approach customer relationship management (CRM), content personalization, and omnichannel marketing but has also driven the rise of Generative Experience Optimization (GenEO) and AI-fueled decision-making frameworks that anticipate market shifts and buyer behavior with unprecedented accuracy. By 2030, B2B MarTech will no longer be a supplementary function but the backbone of scalable, high-performance marketing operations. As the industry moves towards hyper-personalization, automation, and real-time engagement strategies, companies that fail to integrate AI, Predictive Intelligence, and advanced data analytics into their MarTech stacks risk obsolescence. The convergence of digital platforms, modular marketing architectures, and best-of-breed AI solutions will dictate the competitive landscape, enabling enterprises to shift from reactive marketing to predictive, outcome-driven strategies. This edition provides a comprehensive analysis of the latest MarTech innovations, industry trends, and the fundamental principles required for businesses to future-proof their marketing strategies in an era where technology is the ultimate differentiator. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Book chapter","Final","","Scopus","2-s2.0-105011511934"
"Warghane T.S.; Savariapitchai M.","Warghane, Toshib Shankar (60075797800); Savariapitchai, Michael (59493297600)","60075797800; 59493297600","The Impact of Content Marketing on Brand Awareness and Lead Generation","2025","Lecture Notes in Networks and Systems","1384 LNNS","","","351","361","0","10.1007/978-981-96-5751-3_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014344045&doi=10.1007%2F978-981-96-5751-3_30&partnerID=40&md5=3678bbba75676c98aaff240a8d3fc4ae","Content marketing plays an essential role in creating brand awareness and lead generation in this changing digital world. Based on models like the AIDA framework and Aaker’s Brand Equity model, it shows how effective content grabs attention, fosters interest, creates desire, and prompts action. Using strategies such as storytelling, search engine optimization, and user-generated content can help in establishing trust and emotionally connecting audiences. While the issues of content saturation, ROI measurement, and long-term customer engagement still provide major challenges, exciting trends in artificial intelligence, interactive content, and visual storytelling create new opportunities. Adapting content strategies based on increased crowding of media spaces is necessary for businesses to remain relevant and connect with their target audiences effectively. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","Conference paper","Final","","Scopus","2-s2.0-105014344045"
"Blanco-González A.; Cabezón A.; Seco-González A.; Conde-Torres D.; Antelo-Riveiro P.; Piñeiro Á.; Garcia-Fandino R.","Blanco-González, Alexandre (57218571212); Cabezón, Alfonso (57218566292); Seco-González, Alejandro (58034452900); Conde-Torres, Daniel (58033604900); Antelo-Riveiro, Paula (58033779500); Piñeiro, Ángel (56738918100); Garcia-Fandino, Rebeca (8977652000)","57218571212; 57218566292; 58034452900; 58033604900; 58033779500; 56738918100; 8977652000","The Role of AI in Drug Discovery: Challenges, Opportunities, and Strategies","2023","Pharmaceuticals","16","6","891","","","471","10.3390/ph16060891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163823325&doi=10.3390%2Fph16060891&partnerID=40&md5=b5ecd923fb4b447e9697d6befc484cca","Artificial intelligence (AI) has the potential to revolutionize the drug discovery process, offering improved efficiency, accuracy, and speed. However, the successful application of AI is dependent on the availability of high-quality data, the addressing of ethical concerns, and the recognition of the limitations of AI-based approaches. In this article, the benefits, challenges, and drawbacks of AI in this field are reviewed, and possible strategies and approaches for overcoming the present obstacles are proposed. The use of data augmentation, explainable AI, and the integration of AI with traditional experimental methods, as well as the potential advantages of AI in pharmaceutical research, are also discussed. Overall, this review highlights the potential of AI in drug discovery and provides insights into the challenges and opportunities for realizing its potential in this field. Note from the human authors: This article was created to test the ability of ChatGPT, a chatbot based on the GPT-3.5 language model, in terms of assisting human authors in writing review articles. The text generated by the AI following our instructions (see Supporting Information) was used as a starting point, and its ability to automatically generate content was evaluated. After conducting a thorough review, the human authors practically rewrote the manuscript, striving to maintain a balance between the original proposal and the scientific criteria. The advantages and limitations of using AI for this purpose are discussed in the last section. © 2023 by the authors.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85163823325"
"Demirtas E.E.; Lu Y.; Delarive L.; Ebrahimi T.","Demirtas, Enes Eray (60221740200); Lu, Yuhang (57352219800); Delarive, Leila (60221769000); Ebrahimi, Touradj (35560920500)","60221740200; 57352219800; 60221769000; 35560920500","A generative AI approach to cost-effective advertisement based on synthetic images","2025","Proceedings of SPIE - The International Society for Optical Engineering","13605","","136051C","","","0","10.1117/12.3068096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023713077&doi=10.1117%2F12.3068096&partnerID=40&md5=fecb9ce89fc4c6b2ca424a90eaddeaee","Advertisement heavily relies on compelling visuals to engage audiences across sectors. Recent advances in AI-driven text-to-image generation, particularly diffusion models like Stable Diffusion, offer novel opportunities for hyper-personalized and context-aware advertising content. However, challenges remain in precise control over image composition, segmentation robustness, and semantic consistency. In this work, we enhance the state-of-the-art Anywhere-Multi-Agent framework by replacing the original RMBG segmentation module with the Segment Anything Model (SAM), integrated via an interactive web interface enabling user-guided mask refinement. We further improve generation fidelity through prompt engineering with language models and explore multiple ControlNet conditioning strategies, including Canny, depth, and their combination modalities. Our experiments demonstrate significant gains in segmentation accuracy, object placement, and background coherence, facilitating flexible and precise image composition suitable for real-world advertising workflows. These modular improvements pave the way for scalable, controllable generative pipelines that better align AI outputs with user intent. © 2025 SPIE. All rights reserved.","Conference paper","Final","","Scopus","2-s2.0-105023713077"
"Tuomi A.","Tuomi, Aarni (57207467461)","57207467461","AI-Generated Content, Creative Freelance Work and Hospitality and Tourism Marketing","2023","Springer Proceedings in Business and Economics","","","","323","328","23","10.1007/978-3-031-25752-0_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148719358&doi=10.1007%2F978-3-031-25752-0_35&partnerID=40&md5=b743dca0dd44f5efe0e81921660dcd67","Powerful new AI models such as OpenAI’s DALL-E 2 or GPT-3 afford creative freelancers as well as hospitality and tourism SMEs new ways of generating and using creative content for marketing purposes. However, given AI’s rapid development, little is known about the current and potential future applications and implications of AI-generated content on the key stakeholders involved in hospitality and tourism marketing management. This conceptual research note presents preliminary ideas from an ongoing research project. Examples of AI models used for marketing content generation are reviewed and potential implications for hospitality and tourism marketing management are discussed from an e-tourism research point of view. © 2023, The Author(s).","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85148719358"
"Lops A.; Narducci F.; Ragone A.; Trizio M.","Lops, Andrea (59332118800); Narducci, Fedelucio (35107856400); Ragone, Azzurra (8970868400); Trizio, Michelantonio (35273450700)","59332118800; 35107856400; 8970868400; 35273450700","Personalized Fashion Advertising with Large Language Models: A Case Study on Fine-Tuning for Marketing Copy Generation","2025","UMAP 2025 - Proceedings of the 33rd ACM Conference on User Modeling, Adaptation and Personalization","","","","367","369","0","10.1145/3699682.3730975","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025521788&doi=10.1145%2F3699682.3730975&partnerID=40&md5=33693c7ecef42e49a863bce4138c0688","The rapid digitalization of the fashion industry has transformed marketing strategies, emphasizing the need for personalized and adaptive advertising content. This paper presents a case study on fine-tuning Large Language Models (LLMs) for fashion advertising, focusing on OVS, a major Italian fashion retailer. By leveraging real-world marketing data from OVS's newsletters and social media campaigns, we developed a fine-tuned model capable of generating engaging and stylistically coherent promotional content. To evaluate the effectiveness of this approach, we introduced a novel brand compliance index, measuring the alignment of AI-generated text with key branding requirements, such as audience targeting, event specificity, and platform appropriateness. Experimental results show that the fine-tuned model achieved a compliance score of 0.82, significantly outperforming the baseline model (0.63). Although this approach introduces a minor increase in generation latency, the enhanced alignment with brand identity justifies its use in marketing automation. Our findings highlight the potential of fine-tuned LLMs to streamline advertising content generation while maintaining brand consistency, offering valuable insights for the future of AI-driven digital marketing.  © 2025 Copyright held by the owner/author(s).","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105025521788"
"Dutta A.; Majumdar A.; Biswas S.; Das D.; Bandyopadhyay S.","Dutta, Arka (60121907600); Majumdar, Agrik (60122362600); Biswas, Sombrata (60122131700); Das, Dipankar (56377535300); Bandyopadhyay, Sivaji (23092721400)","60121907600; 60122362600; 60122131700; 56377535300; 23092721400","JU-NLP at Touché: Covert Advertisement in Conversational AI-Generation and Detection Strategies","2025","CEUR Workshop Proceedings","4038","","","4586","4600","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019051777&partnerID=40&md5=9df641e976102a9e7665ac32600a13ec","This paper proposes a comprehensive framework for the generation of covert advertisements within Conversational AI systems, along with robust techniques for their detection. It explores how subtle promotional content can be crafted within AI-generated responses and introduces methods to identify and mitigate such covert advertising strategies. For generation (Sub-Task 1), we propose a novel framework that leverages user context and query intent to produce contextually relevant advertisements. We employ advanced prompting strategies and curate paired training data to fine-tune a large language model (LLM) for enhanced stealthiness. For detection (Sub-Task 2), we explore two effective strategies: a fine-tuned CrossEncoder (all-mpnet-base-v2) for direct classification, and a prompt-based reformulation using a fine-tuned DeBERTa-v3-base model. Both approaches rely solely on the response text, ensuring practicality for real-world deployment. Experimental results show high effectiveness in both tasks, achieving a precision of 1.0 and recall of 0.71 for ad generation, and F1-scores ranging from 0.99 to 1.00 for ad detection. These results underscore the potential of our methods to balance persuasive communication with transparency in conversational AI. © 2025 Copyright for this paper by its authors.","Conference paper","Final","","Scopus","2-s2.0-105019051777"
"Chen C.; Zhang D.; Zhu L.; Zhang F.","Chen, Chunfeng (57306549000); Zhang, Depeng (37053280600); Zhu, Lu (59707976100); Zhang, Fenghua (56165363500)","57306549000; 37053280600; 59707976100; 56165363500","Exploring Consumer Responses to AI-Generated Visual Marketing Content: A Dual-Process Theory Perspective","2025","International Journal of Consumer Studies","49","5","e70121","","","2","10.1111/ijcs.70121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016881724&doi=10.1111%2Fijcs.70121&partnerID=40&md5=e04ff007950fb69d0d5adeb195a75cf5","With the advancement of artificial intelligence (AI) content generation tools, companies are increasingly utilizing AI to create visual marketing content. However, research on how consumer responses to AI-generated content differ from those to human-generated content remains limited. Based on the dual-process theory, this research examines the impact of three types of visual content creators—AI creators, human-AI co-creators, and human creators—on consumer responses. An online experiment involving 450 consumers evaluated their reactions to visual marketing content labeled with different creator information. The findings indicate that content generated by AI creators elicits greater emotional arousal among consumers compared to content generated by human-AI co-creators or exclusively by human creators. Moreover, content generated by AI or co-created by humans and AI is perceived as requiring less effort from companies, yet it conveys a greater perception of company innovation ability than content created solely by humans. These types of content creators indirectly influence consumer attitudes toward the content and their perceptions of product premiumness. This effect is mediated by emotional arousal, perceived company effort, and perceived company innovation ability. As one of the early studies exploring the effects of AI-generated visual content in marketing, this research offers novel insights into the psychological mechanisms underlying consumer responses—based on evaluations of both the content and the company's strategic approach. © 2025 John Wiley & Sons Ltd.","Article","Final","","Scopus","2-s2.0-105016881724"
"Kamath C.; Alur S.","Kamath, Charunayan (59259558800); Alur, Sivakumar (57385122100)","59259558800; 57385122100","Ad generation modalities and response to in-app advertising – an experimental study","2024","Global Knowledge, Memory and Communication","","","","","","5","10.1108/GKMC-04-2024-0245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200392604&doi=10.1108%2FGKMC-04-2024-0245&partnerID=40&md5=25e43d8f59b2c7ebfbf4c008b2dca704","Purpose: The widespread use of mobile apps in marketing has resulted in in-app advertising to promote products and services. Research on in-app advertising has focused on several dimensions but not on the modality of ad generation. The use of artificial intelligence (AI) and memes as advertisements has paved the way for multiple ways to create them. This study aims to understand the effect of various advertisement generation modalities on an individual’s trust, attitude toward the advertisement, subjective norms, intentions and use of a particular product. Design/methodology/approach: Using the theoretical lens of reasoned action and trust, the authors explored through an experimental study (five treatments-AI-generated ad and meme, human-created ad and meme and user-generated meme, and (n = 300) the consumer’s intention to purchase a fictitious shampoo brand based on in-app advertising. The respondents were exposed to one of the treatments without knowledge of the ad generation modality. Findings: Trust differed significantly across all the experimental conditions. Furthermore, the authors observe that the theory of reasoned action holds for all advertising generation modalities. Originality/value: The use of AI in advertising is increasing exponentially, and brands are using AI-generated content to engage with their audiences on various platforms. To the best of the authors’ knowledge, this is one of the first studies to attempt to understand the effects of various ad generation modalities on the trust, attitude and behavior of individuals. Furthermore, this study examines both AI and human-created memes and their effects. The authors suggest optimizing the prompt engineering to develop AI-generated images. © 2024, Emerald Publishing Limited.","Article","Article in press","","Scopus","2-s2.0-85200392604"
"del Pino-Romero C.; McCabe S.A.; Damas S.H.","del Pino-Romero, Cristina (56041917900); McCabe, Susana Asenjo (60148084200); Damas, Susana Herrera (51663443800)","56041917900; 60148084200; 51663443800","The use of AI in the advertising industry in Spain: interest, awareness, and use","2025","Icono14","23","1","","1","27","0","10.7195/ri14.v23i1.2223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019221977&doi=10.7195%2Fri14.v23i1.2223&partnerID=40&md5=bba467a041a7d04ba98cf1f94f4d1d7c","Although they have only recently burst into society, artificial intelligence (AI) tools have permeated all areas of knowledge and society, including the advertising communication sector. These tools have already been adopted by the various players in the industry and their proliferation continues apace. New applications in advertising are combining or evolving to address tasks related to content generation, data analysis, personalization, automation, chatbots and virtual assistants or image and voice recognition. To be competitive, advertising agencies cannot turn their backs on these innovations, so the mastery of these tools by their employees seems inevitable today. The objective of this research is to survey advertising industry professionals (n=373) regarding their knowledge, interest and use of these tools. The results show that, although interest is high, the level of knowledge is intermediate, which translates into a limited use and an underutilization of their full potential. It is therefore essential that professionals in this field acquire the necessary skills to use all the features offered by these tools effectively in order to get the most out of them. To achieve this, it is also necessary for companies to invest in the training of their employees. Esta obra está bajo una Licencia Creative Commons Atribución 4.0 Internacional","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105019221977"
"Kanchana P.; Wachasundar S.; Paulraj K.; Erudiyanathan D.; Dutta C.; Ajaykumar H.R.","Kanchana, P. (60422857300); Wachasundar, Sumant (60421859800); Paulraj, Kannan (60417862800); Erudiyanathan, Diana (59295198700); Dutta, Charu (59294988900); Ajaykumar, Hojiwala Robin (60422710500)","60422857300; 60421859800; 60417862800; 59295198700; 59294988900; 60422710500","Generative AI-Driven Personalized Ad Content Generation Framework for E-Commerce Platforms","2025","Proceedings - 2025 International Conference on Recent Innovation in Science Engineering and Technology, ICRISET 2025","","","","","","0","10.1109/ICRISET64803.2025.11252460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031399967&doi=10.1109%2FICRISET64803.2025.11252460&partnerID=40&md5=5753fac41c9d61706eb19dd234616da0","In this paper we introduce a new framework that we call Generative AI-Driven Personalized Ad Content Generation with the aim of improving the usefulness and efficiency of digital advertising in e-commerce websites. The architecture follows the Hybrid Architecture: Multi-Stage Personalization Pipeline in which it integrates user intent modeling, multi model products representation, controlled language generation, and feedback informed optimization. Based on Hugging Face Transformers capabilities, the system is capable of generating dynamic personalised ad content based on the user preferences and brand identity. Experimental studies reveal a significant hike in click-through, user affinity and content variety over compared to traditional rule-based and neural approaches. The architecture is scalable in the deployment and never-ending learning through the interactions on user relationships allowing it to be applicable in the real-time e-commerce applications. The piece of work illustrates the potentials of generative AI in automating the creative work without losing the property of personalization and relevance, which makes it a strong asset of marketers interested in maximizing the customer experience and conversion results. The future extensions can be attempted to investigate multilingual support and virtuous personalization practices.  © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105031399967"
"Vajrobol V.; Aggarwal N.; Saxena G.J.; Singh S.; Pundir A.","Vajrobol, Vajratiya (58138624400); Aggarwal, Nitisha (58871677700); Saxena, Geetika Jain (55779860500); Singh, Sanjeev (57216140046); Pundir, Amit (57206726943)","58138624400; 58871677700; 55779860500; 57216140046; 57206726943","Transforming SEO in the Era of Generative AI: Challenges, Opportunities, and Future Prospects","2024","Revolutionizing the AI-Digital Landscape: A Guide to Sustainable Emerging Technologies for Marketing Professionals","","","","86","100","6","10.4324/9781032688305-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193370911&doi=10.4324%2F9781032688305-6&partnerID=40&md5=227ab6a7568d54a1bee42750c7d57825","Search engine optimization (SEO) has long been a critical aspect of digital marketing and online visibility. However, the advent of generative artificial intelligence (AI) has brought new opportunities and challenges to the field. This chapter explores how generative AI is changing SEO practices, shaping the future of organic search rankings, and revolutionizing content creation. We analyze the potential benefits and drawbacks of combining generative AI with SEO strategies and discuss the ethical considerations surrounding AI-generated content. Furthermore, we outline future prospects and recommendations for SEO professionals and businesses in navigating the direction of generative AI and SEO. From revolutionizing content creation and enhancing customer support to transforming healthcare, education, legal services, and more, GPT-3 and its generative AI counterparts are reshaping the world as we know it. In this exploration, we dive into the impact of GPT-3 and its generative AI counterparts across a diverse range of industries, like SEO. They automate content creation through natural language generation, reduce the effort required for content marketing, and improve organic search rankings. For instance, Google ranks web pages based on various factors such as keywords, backlinks, content quality, and user experience in search engine optimization (SEO). Websites and businesses employ SEO strategies to optimize their online presence and enhance their position in Google's search results. AI tools are now streamlining the SEO process. They facilitate keyword research, enhance user experiences through Chatbots and personalization, and provide data-driven insights for SEO strategy. With the capability to generate scalable and consistently high-quality content, professionals working in SEO can maintain a fresh and relevant online presence that pleases both search engines and users. This synergy between generative artificial intelligence (GAI) and SEO represents a significant step forward, where AI-powered content generation and optimization are harmonizing to create a more effective and efficient online presence. It's a testament to how technology continues to reshape and redefine our approach to various industries, transcending the boundaries of what was previously possible. © 2024 selection and editorial matter, Alex Khang, Pushan Kumar Dutta, Nishu Aayedee, Sachin Gupta, and Sandeep Chatterjee; individual chapters, the contributors. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85193370911"
"Sirigiri S.V.L.; Shaik J.H.; Rayen D.J.","Sirigiri, Sai Venkata Lalith (60096620900); Shaik, Jeelani Hansha (60095841000); Rayen, Dr.Sonia Jenifer (60096154200)","60096620900; 60095841000; 60096154200","AI-Driven Multi-modal Story Generator by Integrating Image Understanding with Creative Narrative Generation Using Gemini and OpenAI APIs","2026","IFIP Advances in Information and Communication Technology","749 IFIPAICT","","","158","172","0","10.1007/978-3-031-98360-3_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015628860&doi=10.1007%2F978-3-031-98360-3_12&partnerID=40&md5=55ec7695b3bb64dca6a76461f4e34e0c","The AI-Driven Multi-Modal Story Generator leverages advanced artificial intelligence technologies to transform visual content into engaging narratives by integrating the Google Gemini API for image analysis and the OpenAI GPT API for narrative generation. The system preprocesses user-uploaded images, performs semantic analysis to extract meaningful details, and generates coherent stories tailored to the image content. User interaction allows for customization and refinement, ensuring personalized and creative outputs. The system demonstrates high performance, achieving a 95% accuracy rate in semantic analysis. However, it faces challenges in handling abstract or complex images, which may limit its effectiveness in some scenarios. Designed for scalability and adaptability, the system offers applications in education, entertainment, and marketing, with opportunities for future enhancements, such as multi-language support and improved handling of abstract images. By bridging visual and textual modalities, the system represents a novel approach to AI- driven storytelling, paving the way for innovative content creation. © IFIP International Federation for Information Processing 2026.","Conference paper","Final","","Scopus","2-s2.0-105015628860"
"Rosário A.T.","Rosário, Albérico Travassos (57222987322)","57222987322","Generative AI and generative pre-trained transformer applications: Challenges and opportunities","2024","Making Art With Generative AI Tools","","","","45","71","22","10.4018/979-8-3693-1950-5.ch003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191813068&doi=10.4018%2F979-8-3693-1950-5.ch003&partnerID=40&md5=94f198c747bf40a3a096240c20cc1afb","Generative AI, such as generative pre-trained transformer (GPT), has seen rapid advancements in recent years, offering a wide range of applications, but it also presents several challenges and opportunities. GPT can automate content generation for various industries, including journalism, marketing, and en¬tertainment, reducing the need for manual content creation. Generative AI can personalize content and recommendations in e-commerce, streaming services, and more, enhancing user experiences. Generative AI, such as GPT, offers immense potential across various sectors but requires careful management to address bias, ethics, and quality control challenges. As technology evolves, finding the right balance between control and creativity will be crucial for maximizing its benefits while minimizing risks. Based on the above, the authors systematically review the bibliometric literature on how Generative AI and generative pre-trained transformer applications challenge opportunities using the Scopus database by analysing 49 academic and/or scientific documents. © 2024, IGI Global. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85191813068"
"Zhang W.","Zhang, Weihua (60112390600)","60112390600","AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales","2026","Lecture Notes in Computer Science","16156 LNCS","","","65","73","0","10.1007/978-3-032-06310-6_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016908167&doi=10.1007%2F978-3-032-06310-6_5&partnerID=40&md5=da092d54050cad3eaf750862a5771021","A central challenge in digital marketing has been to draw a direct, quantifiable line between content creation on social media and e-commerce sales. This paper introduces the AETE, a multi-agent system designed to autonomously generate and promote content on external social media platforms to drive sales growth for products on Amazon. The AETE operates through a closed-loop, sequential architecture of four specialized AI agents. The Market & Audience Insight Agent (MAIA) begins by analyzing a target product’s Amazon page, particularly user reviews, alongside external social media trends to identify key selling points and define the target audience profile. Based on these findings, the Content Strategy & Creative Agent (CSCA), which serves as the system’s reinforcement learning core, formulates a strategic “content angle” and outputs a detailed “creative brief.” Next, the Multi-Platform Content Generation Agent (MCGA) executes this brief, producing adapted, multi-modal content for platforms like TikTok, YouTube, and Instagram, complete with embedded affiliate tracking links. Finally, the Performance & Attribution Analysis Agent (PAAA) analyzes traffic and sales data via third-party APIs, such as affiliate programs, to calculate the return on investment (ROI) for each content strategy. This ROI is fed back to the CSCA as a direct reward signal, enabling it to optimize its strategy through experience. The core contributions of this research are twofold: 1) A fully automated workflow that transforms raw user comments into actionable creative briefs. 2) The formalization of content marketing strategy as a reinforcement learning problem, where the “content angle” serves as the fundamental unit of action, allowing for quantifiable learning and iteration. This study presents a new paradigm for building performance-oriented, autonomous marketing systems that can operate effectively in public, uncontrolled digital environments. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Conference paper","Final","","Scopus","2-s2.0-105016908167"
"Dwikat H.","Dwikat, Hanadi (57218532942)","57218532942","The Impact of Artificial Intelligence on the Economy in the Media Industry: Perspectives of Palestinian Media Workers تأثير الذكاء الاصطناعي على الجانب الاقتصادي في صناعة الاعلام: نظرة العاملين في المجال الإعلامي الفلسطيني","2025","An-Najah University Journal for Research - B (Humanities)","39","8","","611","626","0","10.35552/0247.39.8.2453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015061253&doi=10.35552%2F0247.39.8.2453&partnerID=40&md5=862094397fd3e2bc61a90dbbb0ffb74a","Objectives: This study aimed to explore the economic impacts of using artificial intelligence (AI) tools in the Palestinian media sector from the perspective of its workers. Methods: To achieve this objective, a descriptive approach was adopted, and the researcher developed a 22-question multiple-choice survey, ensuring its validity and reliability. The survey was electronically distributed to 14 employees from Palestinian media institutions. The survey covered five key areas: the impact of AI on media jobs, its effect on production costs, its efficiency in media content distribution, new economic opportunities created by AI, and the financial challenges media institutions face in adopting AI technologies. Results: The study findings indicated that AI tools did not significantly reduce or alter the nature of media jobs. However, respondents who reported job reductions or changes due to AI identified sound producers as the most affected group. Additionally, the results confirmed that content generation programs and audio/video editing technologies are among the most widely used AI tools in Palestinian media institutions, with search engine optimization (SEO) enhancement emerging as the most frequently utilized AI-driven technology. The study highlighted that developing new and innovative media products is one of the key economic opportunities provided by AI, alongside automating editing and publishing processes and leveraging AI-generated content. However, the main challenge in adopting AI technologies from an economic perspective is the lack of knowledge on how to effectively utilize them. Recommendations: The researcher proposed several recommendations, including implementing training programs to enhance employees’ knowledge of AI techniques, best practices, and modern technologies. Additionally, the study suggested forming a specialized AI team composed of experts in various fields, such as analysis, marketing, and content development, to create innovative solutions for maximizing the benefits of AI tools in the media sector. © 2025, An-Najah National University. All rights reserved.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105015061253"
