"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Xie T.; George B.; Pentina I.","Xie, Tianling (57325900500); George, Benjamin (56029208200); Pentina, Iryna (16239928500)","57325900500; 56029208200; 16239928500","Emotional and Cognitive Trust in Social Conversational Agents: An Abstract","2023","Developments in Marketing Science: Proceedings of the Academy of Marketing Science","","","","35","36","1","10.1007/978-3-031-24687-6_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151264490&doi=10.1007%2F978-3-031-24687-6_12&partnerID=40&md5=d6684d674a664b3e6357ad6d5c5db727","A Conversational Agent (CA) is a computer program that can generate dialogues to interact with human beings. It can assume a physical manifestation, such as a robot, or take the format of an avatar, or can be merely embedded within a website or a smartphone application (app) without any human-like appearance. Both text and voice-based CAs are being increasingly accepted in our daily life: smart home products such as Alexa and Google Home have achieved commercial success; smartphone voice assistants like Siri and Cortana are being used as a productivity tool. However, because of the human-like conversing skills CAs manifest, they also sometimes assume a unique social role under special circumstances. While a number of studies have considered the consumption intention of CA products from a trust perspective, no research, to our knowledge, has considered the human-CA relationship as a source of the emotional trust. Trust has been included in many previous CA acceptance and use studies. However, very few researchers have differentiated between the cognitive and emotional trust in CA studies. To address this gap, we interviewed 14 existing users of the AI companion app Replika as a pilot study to understand users’ perceptions about interacting with the app. Because of the newness of the phenomenon, we did not assume a theoretical framework in the pilot study Instead, the grounded theory approach was adopted to capture a variety of perspectives, such as trust, privacy, satisfaction, and dissatisfaction. The content analysis of the interview transcripts revealed separate sources of cognitive and emotional trust. Based on the results, this study proposed a theoretical model of the effects of emotional and cognitive trust on intentions to continue using social conversational agent products. Furthermore, the study uniquely included the perception of relationship strength as an antecedent of emotional trust. Practically, this study may be appealing to marketing practitioners who are interested in understanding consumer behaviors toward similar products, such as chatbots, voice assistants, and social robots. It may also offer insights to policy makers regarding the mechanism of trust building toward artificial intelligence agents and potential privacy risk reduction measures. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Book chapter","Final","","Scopus","2-s2.0-85151264490"
"","","","SIGMIS-CPR 2022 - Proceedings of the 2022 Computers and People Research Conference: Redefining the IT Profession and the Human Role of the IT Professional","2022","SIGMIS-CPR 2022 - Proceedings of the 2022 Computers and People Research Conference: Redefining the IT Profession and the Human Role of the IT Professional","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147713363&partnerID=40&md5=d27df3c3f7fb7d2f8730f52e8b933eeb","The proceedings contain 16 papers. The topics discussed include: chatbots in marketing: an in-deep case study capturing a start-up perspective; augmenting AI and human capabilities in competency-based learning; uncovering the necessary hard- and soft-skills to get IT personnel jobs – a text mining approach; when firms deviate from industry benchmarks: a study on IT human capital investment deviation and firm performance; it identity development: self-expansion or self-extension? or both?; artificial intelligence in mental health: a qualitative expert study on sensible application scenarios and future directions; the regulation of artificial intelligence in healthcare: an exploratory study; digital nudging: a systematic literature review and future research directions; and sharing missing persons appeals on social media: assessing community engagement on Facebook and twitter. ","Conference review","Final","","Scopus","2-s2.0-85147713363"
"Gonsalves C.","Gonsalves, Chahna (57224981210)","57224981210","Structured integration of AI in brand management education: A constructivist approach to preventing overreliance and ensuring active engagement","2024","Effective Practices in AI Literacy Education: Case Studies and Reflections","","","","151","160","0","10.1108/978-1-83608-852-320241016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213116355&doi=10.1108%2F978-1-83608-852-320241016&partnerID=40&md5=79175224e016a8219216ade2abe1a3ce","This chapter explores integrating Generative AI (GenAI) in the Brand Management module at King's Business School, highlighting AI literacy skills like ethical AI use and prompt engineering. It addresses the challenges of unstructured AI literacy approaches, advocating for a structured, constructivist framework to enhance student engagement and deep learning. The case study reveals disparities in student performance due to varying engagement with AI tools, emphasising the need for structured AI integration. Proposed strategies include AI-supported activities, structured assessments, continuous feedback, and mandatory AI sessions. These measures aim to balance AI use in education, promoting ethical and strategic engagement while preparing students for future careers. © 2025 The authors.","Book chapter","Final","","Scopus","2-s2.0-85213116355"
"Brown I.","Brown, Iain (55431549800)","55431549800","Mastering Marketing Data Science: A Comprehensive Guide for Today's Marketers","2024","Mastering Marketing Data Science: A Comprehensive Guide for Today's Marketers","","","","1","415","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214175786&partnerID=40&md5=24646d6ffd7cf4fe350c3502c34021f4","Unlock the Power of Data: Transform Your Marketing Strategies with Data Science In the digital age, understanding the symbiosis between marketing and data science is not just an advantage; it's a necessity. In Mastering Marketing Data Science: A Comprehensive Guide for Today's Marketers, Dr. Iain Brown, a leading expert in data science and marketing analytics, offers a comprehensive journey through the cutting-edge methodologies and applications that are defining the future of marketing. This book bridges the gap between theoretical data science concepts and their practical applications in marketing, providing readers with the tools and insights needed to elevate their strategies in a data-driven world. Whether you're a master's student, a marketing professional, or a data scientist keen on applying your skills in a marketing context, this guide will empower you with a deep understanding of marketing data science principles and the competence to apply these principles effectively. • Comprehensive Coverage: From data collection to predictive analytics, NLP, and beyond, explore every facet of marketing data science. • Practical Applications: Engage with real-world examples, hands-on exercises in both Python & SAS, and actionable insights to apply in your marketing campaigns. • Expert Guidance: Benefit from Dr. Iain Brown's decade of experience as he shares cutting-edge techniques and ethical considerations in marketing data science. • Future-Ready Skills: Learn about the latest advancements, including generative AI, to stay ahead in the rapidly evolving marketing landscape. • Accessible Learning: Tailored for both beginners and seasoned professionals, this book ensures a smooth learning curve with a clear, engaging narrative. Mastering Marketing Data Science is designed as a comprehensive how-to guide, weaving together theory and practice to offer a dynamic, workbook-style learning experience. Dr. Brown's voice and expertise guide you through the complexities of marketing data science, making sophisticated concepts accessible and actionable. © 2024 by SAS institute, Inc. All rights reserved.","Book","Final","","Scopus","2-s2.0-85214175786"
"Asatryan V.S.; Schonewille M.","Asatryan, Vahagn S. (56121699000); Schonewille, Matthew (59928954900)","56121699000; 59928954900","Consumer Behavior and AI","2025","AI in Marketing Applications, Insights, and Analysis","","","","225","250","0","10.4324/9781003468806-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007259168&doi=10.4324%2F9781003468806-12&partnerID=40&md5=da138814d79b5ed592231df2bdbf4fa3","This chapter explores artificial intelligence’s (AI) transformative impact on consumer behavior. It examines how AI-driven technologies such as machine learning algorithms, AI-driven data analysis, and virtual assistants redefine traditional consumer behavior models of consumer personality and self, motivation, decision-making, and others. Key areas of focus include predictive analytics, personalization, and customization, as illustrated by two case studies. The authors emphasize the importance of addressing ethical concerns, including data privacy, consumer trust, and potential biases in AI systems. Additionally, it highlights the benefits of AI-driven personalized marketing strategies, chatbots, and recommendation systems in improving consumer engagement and satisfaction. This chapter equips marketing students and practitioners with the knowledge and skills to effectively integrate AI into their strategies, ensuring they are well-prepared for the AI-driven future of consumer behavior. © 2025 selection and editorial matter, Hannah D. Walters and Rachel M. Hammond; individual chapters, the contributors.","Book chapter","Final","","Scopus","2-s2.0-105007259168"
"Popescu C.R.G.; Šebestová J.D.","Popescu, Cristina Raluca Gh. (16231204800); Šebestová, Jarmila Duháček (16744709300)","16231204800; 16744709300","The impact of artificial intelligence on intellectual capital development: Shifting requirements for professions and processes in the non-profit sector","2024","Journal of Infrastructure, Policy and Development","8","10","3899","","","7","10.24294/jipd.v8i10.3899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205980896&doi=10.24294%2Fjipd.v8i10.3899&partnerID=40&md5=dc6a21efb0faec5e19e14216ebc64ec0","The use of artificial intelligence (AI) is related to the dynamic development of digital skills. This article focuses on the impact of AI on the work of non-profit organizations that aim to help those around them. Based on 10 semi-structured interviews, it is presented here how it is possible to work with AI and in which areas it can be used—in social marketing, project management, routine bureaucracy. At the same time, workers and volunteers need to be educated in critical and logical thinking more than ever before. These days, AI is becoming more and more present in almost all the activities, bringing several benefits to those making use of it. On the one hand, by using AI in the day-to-day activities, the entities are able to substantially decrease their costs and have the advantage of being able to have, in most cases, a better and faster job done. On the other hand, those individuals that are more creative and more innovative in their line of work should not feel threatened by those situations in which organizations decide to use more AI technologies rather than human beings for the routine activities, since they will get the opportunity to perform tasks that truly require their intellectual capital and decision making abilities. © 2023 by author(s).","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205980896"
"Nair S.S.; Babu S.","Nair, Sunij S. (59008107300); Babu, Shekar (57198087875)","59008107300; 57198087875","The Impact of Artificial Intelligence Specialization on Academic Programme Selection: Insights from Higher Education Trends","2025","Proceedings of the 2025 12th International Conference on Computing for Sustainable Global Development, INDIACom 2025","","","","","","0","10.23919/INDIACom66777.2025.11115218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016212377&doi=10.23919%2FINDIACom66777.2025.11115218&partnerID=40&md5=924056dbe675be0fd6624cca90f72912","It has been a trending strategy to incorporate Artificial Intelligence (AI) into academic programs and to create student's interest. In this study we investigate how AI specialization and terminology effect program selection, specifically with students who are not enrolled in a STEM program. A mixed-methods approach, combining quantitative surveys and qualitative interviews, was employed to analyze enrollment patterns, career perceptions, and the decision-making process of students across four categories: AI, STEM and NonSTEM, STEM and no AI, Non-STEM and no AI. We find that programs that have AI components attract more applications and enrollments, and are perceived as more relevant by students, to the current needs of industry and as a path to upward mobility throughout their career. Programs that offered specialization in AI got better career importance, program relevance, placement rate and student satisfaction scores. The barriers for non-STEM students, like perceived gaps of technical skills, are identified, and there is a solution proposed, as foundational AI training before experience with their career interest is suggested. Out of these points, it becomes clear that the educational institutions need to evolve the course of their curriculum and marketing strategy based on the evolving requirements of the AI driven world, whereby the educational institution will always stay ahead in such a dynamic educational environment. This research serves to improve understanding of the strategic role of AI in determining the future of higher education and therefore, the corresponding implications for interdisciplinary learning and employability.  © 2025 Bharati Vidyapeeth, New Delhi.","Conference paper","Final","","Scopus","2-s2.0-105016212377"
"","","","4th International Scientific-Practical Conference, ISPC 2024","2025","Springer Proceedings in Business and Economics","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005405149&partnerID=40&md5=45a6cc34770abf752bbe2844f71789bb","The proceedings contain 46 papers. The special focus in this conference is on Scientific-Practical. The topics include: The Use of AI in Energy Utility Companies: A Case Study on Potential Fields of Application and Impact on Innovation; analyzing Network Threats Using a Cybersecurity Tool; modern Trends and Prospects of Mountain Tourism Business Development and Assistance; the Role of Digital Management and Artificial Intelligence in Post-pandemic Period in Georgian Business Entities; sustainable Economic Development, International Security and Technology Transfer in the Age of Artificial Intelligence; Way to Implementing Innovation Driven Personnel-Fit OE at Georgian Universities; Skills Needed for Digital Transformation Using AI: (Based on Healthcare Field in Georgia); digital Economy Challenges in Georgia at the Modern Stage of Globalization; artificial Intelligence and Economic Policy; Digital Transformation in Georgian Winemaking: Empowering SMEs Through Innovation; supporting Factors and Barriers to Circular Business Model Innovation in the Era of Digital Transformation; AI and the Evolution of Higher Education: A Strategic Approach; the Impact of Social Media on Consumers’ Decision-Making Process in Hotel Industry; the Influence of Digital Media Marketing Activities on Healthcare Consumer Behavior; digital Economic Policy in Georgia; digitalization of Georgia’s Agro-Food Industry: Challenges and Opportunities for Sustainable Development; advancing Machine Comprehension of the Georgian Language; digital Transformation of Higher Education in Georgia: Challenges and Opportunities; Corporate Ethics in the AI Era: Balancing Technological Advancement with Social Responsibility; the Impact of Social Media on Consumers’ Online Information Behavior; digital Leadership and Artificial Intelligence: A Litrature Review; development of Immersive Technologies in Military Education.","Conference review","Final","","Scopus","2-s2.0-105005405149"
"Sharma A.; Poojitha S.; Saxena A.; Bhanushali M.M.; Rawal P.","Sharma, Alpana (58176223100); Poojitha, Sabbineni (59020544300); Saxena, Archana (58175056800); Bhanushali, Mahesh Manohar (57831432800); Rawal, Priyanka (58175291800)","58176223100; 59020544300; 58175056800; 57831432800; 58175291800","A Conceptual Analysis of Machine Learning Towards Digital Marketing Transformation","2022","Proceedings of 5th International Conference on Contemporary Computing and Informatics, IC3I 2022","","","","313","316","4","10.1109/IC3I56241.2022.10073416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151951128&doi=10.1109%2FIC3I56241.2022.10073416&partnerID=40&md5=dfd98c9cabc51aaa4704061512352828","Man-made brainpower has been underexplored. Machines with profound learning skills can take advanced showcasing higher than ever with their Man-made consciousness having a significant effect. This paper tries to find discoveries from an investigation of responses across various socioeconomics to robots and their selling powers. It's also been discovered that software engineers need to work in tandem with digital marketers using machines with deep learning to consider consumer attitudes, behaviors, and preferences while designing the architecture. Because of this, in the future, marketers will have far more access to correct information on customers, which will have enormous advantages for the company. While search engine marketing automation has a lot of potential, marketers know that humans still have an essential role to play in the formulation of abstract strategies. The review that is being given here centres around how promoting offices, media organizations, and sponsors use and utilize ML-driven investigation instruments. The exploration features four central issues, including 1) the meaning of wise scientific apparatuses in the turn of events and execution of promoting strategies; 2) the absence of familiarity with arising advancements, for example, Al (ML) and man-made consciousness (simulated intelligence); 3) the imminent utilization of ML instruments in publicizing; and 4) the low degree of improvement and use of ML-driven logical devices in advertising. To help organizations in distinguishing valuable open doors and completing drives zeroed in on the sending and acknowledgement of quantitative ML devices in computerized showcasing, a system comprised of facilitators and a task plan was laid out.Data collection and analysis will perform using SPSS software, and findings will be drawn from a combination of a fuzzy-approach to determining how best to persuade customers to utilize the machine's services and a variable-oriented, quantitative examination of the obtained data will consider.  © 2022 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85151951128"
"Escandell-Poveda R.","Escandell-Poveda, Raquel (57214083575)","57214083575","Structure of agencies and SEO professional profile in Spanish digital communication; [Estructura d’agències i perfil professional SEO en la comunicació digital espanyola]; [Estructura de agencias y perfil profesional SEO en la comunicación digital española]","2025","BiD","","55","","1","21","0","10.1344/bid2025.55.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028324791&doi=10.1344%2Fbid2025.55.02&partnerID=40&md5=16901eeed6433647a209d1d3d2742f05","Goals: To analyze the characteristics of agencies and professionals providing SEO services in Spain, within a context in which digitalization has reshaped the traditional advertising industry, giving rise to an ecosystem of specialized companies focused on areas of digital communication, such as search engine optimisation (SEO). Methodology: A quantitative, exploratory-descriptive approach was employed, based on a survey with a sample of 651 responses, complemented by a qualitative phase to support interpretation of the findings. Data were collected on business structure and services, as well as on the roles, requirements, and profiles of SEO personnel. Results: The findings reveal a sector largely composed of microenterprises and sole proprietors-hips, primarily focused on local SEO and e-commerce, with a growing interest in new platforms, including social media and AI-based systems. The dominant professional profile is male, with higher education in Marketing, Computer Science, or Advertising, and self-taught SEO training. SEO responsibilities are often combined with tasks related to search engine advertising, web analytics, and digital marketing, highlighting the need for cross-disciplinary skills. Male professionals are concentrated in higher income brackets and leadership positions, indicating a structural gender gap. This study contributes to a deeper understanding of the ongoing transformation of the communication and marketing industry in the digital age, and emphasises the academic relevance of training pro-grammes that align with the evolving demands of this rapidly changing sector. © (2025), (University of Barcelona). All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028324791"
"Anand A.","Anand, Arpan (57223359670)","57223359670","Marketing strategies in the gig economy: Challenges and opportunities for freelance marketers","2025","Sustainability and Adaptability of Gig Economies in Global Business","","","","107","139","3","10.4018/979-8-3693-9385-7.ch005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004870858&doi=10.4018%2F979-8-3693-9385-7.ch005&partnerID=40&md5=820a588de79d479413d045c1cfc78d75","This study examines the evolving landscape of freelance marketing in the gig economy, focusing on challenges, opportunities, and adaptation strategies. Through a mixed- methods approach combining surveys (n=287), in- depth interviews (n=25), and platform analysis, the research explores how freelance marketers navigate market competition, income instability, and technological disruption. Findings reveal that successful freelancers employ multi-faceted strategies including personal branding, platform diversification, and niche specialization. The study identifies a significant trend toward hybridization of skills, with 77% of respondents emphasizing the importance of combining creative and technical capabilities. The impact of Industry 4.0 technologies, particularly AI and machine learning, emerges as transformative, with 68% of freelancers actively incorporating these tools into their work. The findings highlight the need for regulatory frameworks addressing gig workers' challenges while emphasizing the growing importance of adaptability and continuous learning in the digital economy. © 2025, IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105004870858"
"Lin M.-H.; Wu P.-H.","Lin, Meng-Hsien (57221778483); Wu, Po-Han (57808331500)","57221778483; 57808331500","Creativity in advertising: the roles of implicit theory and AI","2026","International Journal of Advertising","45","1","","81","113","1","10.1080/02650487.2025.2570559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019257683&doi=10.1080%2F02650487.2025.2570559&partnerID=40&md5=81e363e0ffd61ac27fa9f2464d42d681","Generative Artificial Intelligence (AI) such as ChatGPT have recently attracted significant scholarly and practical attention due to its transformative potential in supporting human tasks, particularly in advertising and marketing fields where communication skills are critical to deliver effective marketing communications. Despite this, the use of AI and its impact on advertising practitioners has yet to be systematically explored. This study investigates the effects of AI on advertising agents’ creative performance and psychological empowerment through two sequential behavioral experiments. And a further study also demonstrated that viewers displayed a more favorable attitude toward the AI-assisted creative work. Drawing on the Implicit Theory, Dual Pathway to Creativity Model, Creative Cognition Theory, and the Broaden-and-Build Theory of Positive Emotions, the study hypothesizes a synergistic interaction between generative-AI intervention and incremental theorists of implicit theory in enhancing creative outcomes. The results of two sequential experiments indicated a positive combinatory effect, demonstrating that incremental theorists, in contrast to entity theorists, exhibit higher levels of fluency and flexibility in creative performance when supported by AI. Notably, this effect does not extend to the original dimensions of creativity. Additionally, the observed synergistic effect influences psychological empowerment, mediated by enhancement of creative performance. This research contributes to the literature by providing empirical evidence of AI-augmented creativity in advertising and marketing, while bridging established creativity theories with this emerging phenomenon. Additionally, it offers practical insights for practitioners and managers aiming to foster incremental innovation within their organizations. © 2025 Advertising Association.","Article","Final","","Scopus","2-s2.0-105019257683"
